"film_id","title","most_recent","rental_id","rental_rate","inventory_id","rental_duration","rental_period"
568,"Memento Zoolander","2005-07-28 18:23:49",8088,"4.99",2590,4,9
309,"Feud Frogmen","2005-07-28 18:26:47",8089,"0.99",1414,6,6
295,"Expendable Stallion","2005-07-28 18:27:29",8090,"0.99",1336,3,5
664,"Patriot Roman","2005-07-28 18:27:29",8091,"2.99",3025,6,4
443,"Hurricane Affair","2005-07-28 18:28:07",8092,"2.99",2034,6,2
312,"Fiddler Lost","2005-07-28 18:29:16",8093,"4.99",1427,4,8
930,"Vacation Boondock","2005-07-28 18:30:28",8094,"2.99",4276,4,8
589,"Modern Dorado","2005-07-28 18:32:40",8095,"0.99",2685,3,9
112,"Calendar Gunfight","2005-07-28 18:32:46",8096,"4.99",502,4,9
596,"Moonshine Cabin","2005-07-28 18:32:49",8097,"4.99",2719,4,9
382,"Grit Clockwork","2005-07-28 18:34:20",8098,"0.99",1757,3,3
808,"Sling Luke","2005-07-28 18:35:12",8099,"0.99",3694,5,2
626,"Noon Papi","2005-07-28 18:43:11",8100,"2.99",2859,5,5
160,"Club Graffiti","2005-07-28 18:47:23",8101,"0.99",731,4,3
983,"Won Dares","2005-07-28 18:49:43",8102,"2.99",4505,7,6
977,"Window Side","2005-07-28 18:50:14",8103,"2.99",4472,3,7
241,"Donnie Alley","2005-07-28 18:59:36",8104,"0.99",1080,4,6
291,"Evolution Alter","2005-07-28 18:59:46",8105,"0.99",1316,5,1
215,"Dawn Pond","2005-07-28 19:02:46",8106,"4.99",963,4,2
291,"Evolution Alter","2005-07-28 19:03:16",8107,"0.99",1318,5,8
350,"Garden Island","2005-07-28 19:07:38",8108,"4.99",1600,3,6
141,"Chicago North","2005-07-28 19:07:44",8109,"4.99",652,6,3
275,"Egypt Tenenbaums","2005-07-28 19:07:45",8110,"0.99",1244,3,7
708,"Quills Bull","2005-07-28 19:10:03",8111,"4.99",3226,4,1
533,"Lost Bird","2005-07-28 19:11:07",8112,"2.99",2444,4,6
929,"Usual Untouchables","2005-07-28 19:14:00",8113,"4.99",4269,5,9
177,"Connecticut Tramp","2005-07-28 19:14:06",8114,"4.99",815,4,8
451,"Igby Maker","2005-07-28 19:14:17",8115,"4.99",2080,7,6
982,"Women Dorado","2005-07-28 19:20:07",8116,"0.99",4497,4,1
329,"Forrest Sons","2005-07-28 19:20:16",8117,"2.99",1502,4,8
73,"Bingo Talented","2005-07-28 19:22:22",8118,"2.99",331,5,4
337,"Frida Slipper","2005-07-28 19:23:15",8119,"2.99",1542,6,7
870,"Swarm Gold","2005-07-28 19:24:24",8120,"0.99",3993,4,3
482,"Jeopardy Encino","2005-07-28 19:25:45",8121,"0.99",2229,3,5
463,"Instinct Airport","2005-07-28 19:27:37",8122,"2.99",2141,4,1
488,"Joon Northwest","2005-07-28 19:28:23",8123,"0.99",2256,3,7
264,"Dwarfs Alter","2005-07-28 19:28:58",8124,"2.99",1187,6,3
944,"Virgin Daisy","2005-07-28 19:31:48",8125,"4.99",4330,6,2
158,"Clones Pinocchio","2005-07-28 19:32:41",8126,"2.99",719,6,8
928,"Uptown Young","2005-07-28 19:45:19",8127,"2.99",4265,5,3
629,"Notorious Reunion","2005-07-28 19:46:06",8128,"0.99",2872,7,9
559,"Married Go","2005-07-28 19:47:02",8129,"2.99",2546,7,3
882,"Tenenbaums Command","2005-07-28 19:48:15",8130,"0.99",4055,4,8
97,"Bride Intrigue","2005-07-28 19:55:21",8131,"0.99",437,7,5
287,"Entrapment Satisfaction","2005-07-28 19:57:31",8132,"0.99",1303,5,5
186,"Craft Outfield","2005-07-28 20:01:06",8133,"0.99",849,6,4
369,"Goodfellas Salute","2005-07-28 20:01:23",8134,"4.99",1695,4,6
295,"Expendable Stallion","2005-07-28 20:03:25",8135,"0.99",1339,3,6
753,"Rush Goodfellas","2005-07-28 20:05:48",8136,"0.99",3434,3,4
699,"Private Drop","2005-07-28 20:07:18",8137,"4.99",3188,7,6
279,"Elizabeth Shane","2005-07-28 20:12:17",8138,"4.99",1258,7,4
797,"Silence Kane","2005-07-28 20:16:30",8139,"0.99",3651,7,6
929,"Usual Untouchables","2005-07-28 20:17:50",8140,"4.99",4270,5,2
79,"Blade Polish","2005-07-28 20:21:19",8141,"0.99",361,5,2
239,"Dogma Family","2005-07-28 20:21:54",8142,"4.99",1075,5,3
792,"Shrek License","2005-07-28 20:23:11",8143,"2.99",3629,7,4
777,"Secretary Rouge","2005-07-28 20:30:55",8144,"4.99",3556,5,3
207,"Dangerous Uptown","2005-07-28 20:34:41",8145,"4.99",937,7,8
531,"Lose Inch","2005-07-28 20:37:36",8146,"0.99",2430,3,3
136,"Chaplin License","2005-07-28 20:37:56",8147,"2.99",628,7,2
117,"Candles Grapes","2005-07-28 20:39:47",8148,"4.99",537,6,5
389,"Gunfighter Mussolini","2005-07-28 20:48:12",8149,"2.99",1790,3,4
764,"Saturday Lambs","2005-07-28 20:50:41",8150,"4.99",3489,3,5
953,"Wait Cider","2005-07-28 20:50:52",8151,"0.99",4370,3,3
560,"Mars Roman","2005-07-28 20:53:05",8152,"0.99",2557,6,9
469,"Iron Moon","2005-07-28 20:55:49",8153,"4.99",2173,7,4
263,"Durham Panky","2005-07-28 20:56:18",8154,"4.99",1180,6,4
664,"Patriot Roman","2005-07-28 20:57:06",8155,"2.99",3023,6,5
431,"Hoosiers Birdcage","2005-07-28 20:59:04",8156,"2.99",1977,3,4
203,"Daisy Menagerie","2005-07-28 21:06:45",8157,"4.99",915,5,7
942,"Vietnam Smoochy","2005-07-28 21:08:46",8158,"0.99",4327,7,4
247,"Downhill Enough","2005-07-28 21:09:28",8159,"0.99",1118,3,7
534,"Louisiana Harry","2005-07-28 21:10:30",8160,"0.99",2446,5,8
186,"Craft Outfield","2005-07-28 21:11:00",8161,"0.99",848,6,6
960,"Wars Pluto","2005-07-28 21:11:46",8162,"2.99",4393,5,7
417,"Hills Neighbors","2005-07-28 21:11:48",8163,"0.99",1919,5,3
366,"Goldfinger Sensibility","2005-07-28 21:17:19",8164,"0.99",1674,3,2
759,"Salute Apollo","2005-07-28 21:23:06",8165,"2.99",3460,4,4
852,"Strangelove Desire","2005-07-28 21:23:33",8166,"0.99",3906,4,6
698,"Princess Giant","2005-07-28 21:25:45",8167,"2.99",3181,3,7
248,"Dozen Lion","2005-07-28 21:28:32",8168,"4.99",1120,6,2
890,"Tights Dawn","2005-07-28 21:29:46",8169,"0.99",4086,5,9
547,"Magic Mallrats","2005-07-28 21:32:29",8170,"0.99",2495,3,6
741,"Roman Punk","2005-07-28 21:32:57",8171,"0.99",3380,7,2
274,"Egg Igby","2005-07-28 21:34:36",8172,"2.99",1237,4,9
956,"Wanda Chamber","2005-07-28 21:35:44",8173,"4.99",4377,7,9
103,"Bucket Brotherhood","2005-07-28 21:36:52",8174,"4.99",465,7,7
139,"Chasing Fight","2005-07-28 21:38:16",8175,"4.99",641,7,10
772,"Sea Virgin","2005-07-28 21:42:08",8176,"2.99",3527,4,6
809,"Slipper Fidelity","2005-07-28 21:43:54",8177,"0.99",3696,5,5
620,"Nemo Campus","2005-07-28 21:54:31",8178,"2.99",2825,5,5
638,"Operation Operation","2005-07-28 22:05:13",8179,"2.99",2902,7,2
710,"Rage Games","2005-07-28 22:05:24",8180,"4.99",3236,4,4
78,"Blackout Private","2005-07-28 22:18:38",8181,"2.99",357,7,9
895,"Tomorrow Hustler","2005-07-28 22:19:12",8182,"2.99",4120,3,4
338,"Frisco Forrest","2005-07-28 22:21:07",8183,"4.99",1545,6,7
276,"Element Freddy","2005-07-28 22:22:35",8184,"4.99",1249,6,3
535,"Love Suicides","2005-07-28 22:23:49",8185,"0.99",2452,6,3
925,"United Pilot","2005-07-28 22:30:27",8186,"0.99",4255,3,3
210,"Darko Dorado","2005-07-28 22:33:53",8187,"4.99",945,3,6
838,"Stagecoach Armageddon","2005-07-28 22:34:12",8188,"4.99",3826,5,4
770,"Scissorhands Slums","2005-07-28 22:36:26",8189,"2.99",3515,5,7
496,"Kick Savannah","2005-07-28 22:47:06",8190,"0.99",2290,3,7
385,"Groundhog Uncut","2005-07-28 22:47:14",8191,"4.99",1777,6,3
57,"Basic Easy","2005-07-28 22:49:11",8192,"2.99",255,4,2
525,"Loathing Legally","2005-07-28 22:50:50",8193,"0.99",2402,4,4
254,"Driver Annie","2005-07-28 22:51:44",8194,"2.99",1148,4,1
869,"Suspects Quills","2005-07-28 22:52:58",8195,"2.99",3989,4,7
753,"Rush Goodfellas","2005-07-28 22:56:11",8196,"0.99",3435,3,9
897,"Torque Bound","2005-07-28 23:04:10",8197,"4.99",4126,3,8
383,"Groove Fiction","2005-07-28 23:08:05",8198,"0.99",1767,6,9
89,"Borrowers Bedazzled","2005-07-28 23:10:25",8199,"0.99",404,7,7
78,"Blackout Private","2005-07-28 23:10:46",8200,"2.99",353,7,1
49,"Badman Dawn","2005-07-28 23:10:48",8201,"2.99",220,6,4
833,"Splendor Patton","2005-07-28 23:11:45",8202,"0.99",3802,5,6
848,"Stone Fire","2005-07-28 23:14:56",8203,"0.99",3878,3,3
542,"Lust Lock","2005-07-28 23:18:29",8204,"2.99",2472,3,5
646,"Outbreak Divine","2005-07-28 23:18:48",8205,"0.99",2944,6,2
652,"Pajama Jawbreaker","2005-07-28 23:20:31",8206,"0.99",2979,3,7
266,"Dynamite Tarzan","2005-07-28 23:26:31",8207,"0.99",1195,4,9
300,"Falcon Volume","2005-07-28 23:26:35",8208,"4.99",1362,5,4
545,"Madness Attacks","2005-07-28 23:29:28",8209,"0.99",2484,4,10
750,"Run Pacific","2005-07-28 23:31:05",8210,"0.99",3424,3,9
406,"Haunting Pianist","2005-07-28 23:34:22",8211,"0.99",1859,5,7
288,"Escape Metropolis","2005-07-28 23:37:23",8212,"2.99",1305,7,7
835,"Spy Mile","2005-07-28 23:37:33",8213,"2.99",3816,6,3
78,"Blackout Private","2005-07-28 23:37:57",8214,"2.99",352,7,10
641,"Orange Grapes","2005-07-28 23:43:56",8215,"0.99",2921,4,6
478,"Jaws Harry","2005-07-28 23:43:59",8216,"2.99",2211,4,9
820,"Sons Interview","2005-07-28 23:44:13",8217,"2.99",3747,3,6
608,"Murder Antitrust","2005-07-28 23:45:41",8218,"2.99",2769,6,5
789,"Shock Cabin","2005-07-28 23:46:31",8219,"2.99",3609,7,6
236,"Divine Resurrection","2005-07-28 23:46:41",8220,"2.99",1061,4,3
689,"Pollock Deliverance","2005-07-28 23:47:19",8221,"2.99",3138,5,5
657,"Paradise Sabrina","2005-07-28 23:51:53",8222,"2.99",2999,5,8
985,"Wonderland Christmas","2005-07-28 23:56:01",8223,"4.99",4508,4,6
434,"Horror Reign","2005-07-28 23:59:02",8224,"0.99",1995,3,5
792,"Shrek License","2005-07-28 23:59:29",8225,"2.99",3631,7,2
774,"Searchers Wait","2005-07-29 00:01:04",8226,"2.99",3541,3,3
60,"Beast Hunchback","2005-07-29 00:02:22",8227,"4.99",269,3,2
426,"Home Pity","2005-07-29 00:08:58",8228,"4.99",1955,7,5
930,"Vacation Boondock","2005-07-29 00:09:08",8229,"2.99",4272,4,2
421,"Holiday Games","2005-07-29 00:12:59",8230,"4.99",1937,7,8
716,"Reap Unfaithful","2005-07-29 00:14:37",8232,"2.99",3255,6,8
241,"Donnie Alley","2005-07-29 00:14:37",8231,"0.99",1083,4,2
358,"Gilmore Boiled","2005-07-29 00:16:23",8233,"0.99",1640,5,5
140,"Cheaper Clyde","2005-07-29 00:19:20",8234,"0.99",644,6,5
347,"Games Bowfinger","2005-07-29 00:22:56",8235,"4.99",1581,7,5
414,"Hellfighters Sierra","2005-07-29 00:27:04",8236,"2.99",1901,3,2
132,"Chainsaw Uptown","2005-07-29 00:29:56",8237,"0.99",608,6,8
646,"Outbreak Divine","2005-07-29 00:30:06",8238,"0.99",2941,6,4
862,"Summer Scarface","2005-07-29 00:31:39",8239,"0.99",3951,5,0
430,"Hook Chariots","2005-07-29 00:33:32",8240,"0.99",1975,7,7
936,"Vanishing Rocky","2005-07-29 00:33:36",8241,"2.99",4297,3,5
113,"California Birds","2005-07-29 00:34:27",8242,"4.99",509,4,7
408,"Head Stranger","2005-07-29 00:35:33",8243,"4.99",1873,4,6
341,"Frost Head","2005-07-29 00:35:34",8244,"0.99",1552,5,7
733,"River Outlaw","2005-07-29 00:37:09",8245,"0.99",3330,4,7
376,"Grapes Fury","2005-07-29 00:38:41",8246,"0.99",1724,4,7
572,"Metropolis Coma","2005-07-29 00:41:38",8247,"2.99",2607,4,8
439,"Hunchback Impossible","2005-07-29 00:41:56",8248,"4.99",2017,4,7
733,"River Outlaw","2005-07-29 00:48:44",8249,"0.99",3331,4,9
986,"Wonka Sea","2005-07-29 00:49:15",8250,"2.99",4519,6,6
503,"Kramer Chocolate","2005-07-29 00:50:14",8251,"2.99",2317,3,5
729,"Rider Caddyshack","2005-07-29 00:54:17",8252,"2.99",3312,5,2
521,"Lies Treatment","2005-07-29 00:57:06",8253,"4.99",2388,7,9
388,"Gunfight Moon","2005-07-29 00:59:31",8254,"0.99",1787,5,5
812,"Smoking Barbarella","2005-07-29 01:02:30",8255,"0.99",3715,7,3
324,"Flintstones Happiness","2005-07-29 01:02:42",8256,"4.99",1483,3,2
664,"Patriot Roman","2005-07-29 01:03:20",8257,"2.99",3024,6,6
303,"Fantasy Troopers","2005-07-29 01:03:42",8258,"0.99",1379,6,6
76,"Birdcage Casper","2005-07-29 01:05:16",8259,"0.99",343,4,3
924,"Unforgiven Zoolander","2005-07-29 01:11:00",8260,"0.99",4249,7,8
416,"Highball Potter","2005-07-29 01:11:05",8261,"0.99",1915,6,6
295,"Expendable Stallion","2005-07-29 01:11:18",8262,"0.99",1341,3,4
6,"Agent Truman","2005-07-29 01:11:23",8263,"2.99",28,3,2
655,"Panther Reds","2005-07-29 01:18:50",8264,"4.99",2987,5,5
521,"Lies Treatment","2005-07-29 01:20:15",8265,"4.99",2389,7,8
430,"Hook Chariots","2005-07-29 01:20:16",8266,"0.99",1972,7,1
893,"Titans Jerk","2005-07-29 01:21:02",8267,"4.99",4107,4,6
922,"Undefeated Dalmations","2005-07-29 01:23:23",8268,"4.99",4239,7,7
609,"Muscle Bright","2005-07-29 01:26:54",8269,"2.99",2778,7,6
779,"Sense Greek","2005-07-29 01:27:22",8270,"4.99",3565,4,0
17,"Alone Trip","2005-07-29 01:27:44",8271,"0.99",83,3,9
13,"Ali Forever","2005-07-29 01:29:51",8272,"4.99",70,4,5
922,"Undefeated Dalmations","2005-07-29 01:33:16",8273,"4.99",4244,7,8
578,"Million Ace","2005-07-29 01:34:32",8274,"4.99",2634,4,3
969,"West Lion","2005-07-29 01:35:47",8275,"4.99",4432,4,1
535,"Love Suicides","2005-07-29 01:38:43",8276,"0.99",2451,6,5
286,"Enough Raging","2005-07-29 01:38:53",8277,"2.99",1296,7,6
167,"Coma Head","2005-07-29 01:42:55",8278,"4.99",768,6,7
841,"Star Operation","2005-07-29 01:43:37",8279,"2.99",3838,5,5
269,"Earring Instinct","2005-07-29 01:45:51",8280,"0.99",1208,3,7
200,"Curtain Videotape","2005-07-29 01:46:00",8281,"0.99",899,7,6
218,"Deceiver Betrayed","2005-07-29 01:49:04",8282,"0.99",980,7,7
436,"Hours Rage","2005-07-29 01:52:22",8283,"0.99",2002,4,7
953,"Wait Cider","2005-07-29 01:56:40",8284,"0.99",4371,3,9
149,"Christmas Moonshine","2005-07-29 02:00:18",8285,"0.99",678,7,5
891,"Timberland Sky","2005-07-29 02:02:46",8286,"0.99",4092,3,8
176,"Congeniality Quest","2005-07-29 02:03:58",8287,"0.99",812,6,9
396,"Hanging Deep","2005-07-29 02:04:22",8288,"4.99",1822,5,7
1000,"Zorro Ark","2005-07-29 02:23:24",8289,"4.99",4579,3,8
837,"Stage World","2005-07-29 02:24:08",8290,"2.99",3823,4,5
619,"Neighbors Charade","2005-07-29 02:28:25",8291,"0.99",2817,3,5
871,"Sweden Shining","2005-07-29 02:29:36",8292,"4.99",4003,6,9
181,"Contact Anonymous","2005-07-29 02:30:50",8293,"2.99",831,7,6
393,"Halloween Nuts","2005-07-29 02:32:41",8294,"2.99",1811,6,4
448,"Idaho Love","2005-07-29 02:42:14",8295,"2.99",2065,3,1
557,"Manchurian Curtain","2005-07-29 02:43:25",8296,"2.99",2543,5,3
826,"Speed Suit","2005-07-29 02:45:46",8297,"4.99",3774,7,2
212,"Darn Forrester","2005-07-29 02:47:36",8298,"4.99",952,7,7
391,"Half Outfield","2005-07-29 02:56:00",8299,"2.99",1797,6,1
951,"Voyage Legally","2005-07-29 02:57:59",8300,"0.99",4364,6,7
122,"Carrie Bunch","2005-07-29 03:00:08",8301,"0.99",562,7,3
290,"Everyone Craft","2005-07-29 03:01:24",8302,"0.99",1314,4,1
354,"Ghost Groundhog","2005-07-29 03:05:56",8303,"4.99",1620,6,6
969,"West Lion","2005-07-29 03:08:30",8304,"4.99",4431,4,4
855,"Streak Ridgemont","2005-07-29 03:08:47",8305,"0.99",3916,7,8
373,"Graduate Lord","2005-07-29 03:12:26",8306,"2.99",1708,7,3
702,"Pulp Beverly","2005-07-29 03:18:34",8307,"2.99",3197,4,8
131,"Center Dinosaur","2005-07-29 03:22:15",8308,"4.99",601,5,6
486,"Jet Neighbors","2005-07-29 03:22:20",8309,"4.99",2250,7,3
578,"Million Ace","2005-07-29 03:25:56",8310,"4.99",2637,4,8
791,"Show Lord","2005-07-29 03:26:07",8311,"4.99",3623,3,4
870,"Swarm Gold","2005-07-29 03:32:38",8312,"0.99",3996,4,2
600,"Motions Details","2005-07-29 03:34:21",8313,"0.99",2736,5,4
471,"Island Exorcist","2005-07-29 03:35:04",8314,"2.99",2182,7,8
311,"Fiction Christmas","2005-07-29 03:37:07",8315,"0.99",1420,4,0
895,"Tomorrow Hustler","2005-07-29 03:38:49",8316,"2.99",4118,3,5
851,"Straight Hours","2005-07-29 03:39:07",8317,"0.99",3898,3,5
987,"Words Hunter","2005-07-29 03:44:30",8318,"2.99",4524,3,1
163,"Clyde Theory","2005-07-29 03:44:52",8319,"0.99",747,4,3
284,"Enemy Odds","2005-07-29 03:49:58",8320,"4.99",1285,5,5
409,"Heartbreakers Bright","2005-07-29 03:50:54",8321,"4.99",1875,3,3
68,"Betrayed Rear","2005-07-29 03:52:49",8322,"4.99",301,5,4
608,"Murder Antitrust","2005-07-29 03:52:59",8323,"2.99",2766,6,8
321,"Flash Wars","2005-07-29 03:56:05",8324,"4.99",1467,3,4
206,"Dancing Fever","2005-07-29 03:57:27",8325,"0.99",932,6,8
22,"Amistad Midsummer","2005-07-29 03:58:49",8326,"2.99",108,6,3
644,"Oscar Gold","2005-07-29 04:00:52",8327,"2.99",2928,7,2
973,"Wife Turn","2005-07-29 04:06:24",8328,"4.99",4454,3,5
760,"Samurai Lion","2005-07-29 04:06:33",8329,"2.99",3468,5,8
499,"King Evolution","2005-07-29 04:09:07",8330,"4.99",2294,3,7
4,"Affair Prejudice","2005-07-29 04:13:29",8331,"2.99",18,5,6
253,"Drifter Commandments","2005-07-29 04:16:00",8332,"4.99",1142,5,5
180,"Conspiracy Spirit","2005-07-29 04:16:40",8333,"2.99",823,4,4
374,"Graffiti Love","2005-07-29 04:18:25",8335,"0.99",1719,3,2
219,"Deep Crusade","2005-07-29 04:18:25",8334,"4.99",982,6,9
460,"Innocent Usual","2005-07-29 04:20:42",8336,"4.99",2120,3,7
164,"Coast Rainbow","2005-07-29 04:31:55",8337,"0.99",752,4,4
488,"Joon Northwest","2005-07-29 04:40:39",8338,"0.99",2257,3,9
408,"Head Stranger","2005-07-29 04:41:13",8339,"4.99",1870,4,1
341,"Frost Head","2005-07-29 04:41:44",8340,"0.99",1553,5,9
915,"Truman Crazy","2005-07-29 04:42:01",8341,"4.99",4208,7,6
727,"Resurrection Silverado","2005-07-29 04:45:05",8342,"0.99",3301,6,3
928,"Uptown Young","2005-07-29 04:45:16",8343,"2.99",4267,5,4
49,"Badman Dawn","2005-07-29 04:45:25",8344,"2.99",221,6,8
231,"Dinosaur Secretary","2005-07-29 04:47:37",8345,"2.99",1034,7,4
542,"Lust Lock","2005-07-29 04:48:22",8346,"2.99",2475,3,3
963,"Watch Tracy","2005-07-29 04:49:25",8347,"0.99",4407,5,2
989,"Working Microcosmos","2005-07-29 04:49:26",8348,"4.99",4533,4,7
117,"Candles Grapes","2005-07-29 04:50:22",8349,"4.99",534,6,7
814,"Snatch Slipper","2005-07-29 04:50:39",8350,"4.99",3726,6,2
649,"Oz Liaisons","2005-07-29 04:50:53",8351,"2.99",2963,4,1
595,"Moon Bunch","2005-07-29 04:52:01",8352,"0.99",2710,7,8
6,"Agent Truman","2005-07-29 04:52:10",8353,"2.99",26,3,1
978,"Wisdom Worker","2005-07-29 04:56:26",8354,"0.99",4476,3,3
999,"Zoolander Fiction","2005-07-29 04:57:43",8355,"2.99",4569,5,5
647,"Outfield Massacre","2005-07-29 04:58:56",8356,"0.99",2951,4,8
199,"Cupboard Sinners","2005-07-29 04:59:44",8357,"2.99",892,4,3
317,"Fireball Philadelphia","2005-07-29 05:00:58",8358,"0.99",1449,4,3
28,"Anthem Luke","2005-07-29 05:02:12",8359,"4.99",140,5,6
898,"Tourist Pelican","2005-07-29 05:08:00",8360,"4.99",4135,4,4
746,"Rouge Squad","2005-07-29 05:08:57",8361,"0.99",3404,3,5
496,"Kick Savannah","2005-07-29 05:09:11",8362,"0.99",2287,3,6
351,"Gaslight Crusade","2005-07-29 05:10:08",8363,"2.99",1607,4,8
300,"Falcon Volume","2005-07-29 05:10:31",8364,"4.99",1361,5,1
11,"Alamo Videotape","2005-07-29 05:11:00",8365,"0.99",53,6,1
105,"Bull Shawshank","2005-07-29 05:11:14",8366,"0.99",479,6,7
993,"Wrong Behavior","2005-07-29 05:11:19",8367,"2.99",4551,6,4
309,"Feud Frogmen","2005-07-29 05:15:41",8368,"0.99",1410,6,9
319,"Fish Opus","2005-07-29 05:15:42",8369,"2.99",1456,4,3
268,"Early Home","2005-07-29 05:16:21",8370,"4.99",1206,6,8
539,"Luck Opus","2005-07-29 05:16:35",8371,"2.99",2466,7,2
165,"Coldblooded Darling","2005-07-29 05:18:08",8372,"4.99",754,7,8
449,"Identity Lover","2005-07-29 05:19:53",8373,"2.99",2070,4,6
242,"Doom Dancing","2005-07-29 05:24:02",8374,"0.99",1084,4,7
793,"Shrunk Divine","2005-07-29 05:25:30",8375,"2.99",3634,6,6
785,"Shawshank Bubble","2005-07-29 05:25:32",8376,"4.99",3588,6,3
60,"Beast Hunchback","2005-07-29 05:27:40",8377,"4.99",270,3,1
767,"Scalawag Duck","2005-07-29 05:28:35",8378,"4.99",3500,6,4
852,"Strangelove Desire","2005-07-29 05:29:40",8379,"0.99",3907,4,8
493,"Kane Exorcist","2005-07-29 05:31:29",8380,"0.99",2279,5,4
190,"Creepers Kane","2005-07-29 05:31:44",8381,"4.99",865,5,2
71,"Bilko Anonymous","2005-07-29 05:33:21",8382,"4.99",317,3,5
834,"Spoilers Hellfighters","2005-07-29 05:36:47",8383,"0.99",3809,4,5
833,"Splendor Patton","2005-07-29 05:38:43",8384,"0.99",3807,5,3
893,"Titans Jerk","2005-07-29 05:39:16",8385,"4.99",4108,4,5
86,"Boogie Amelie","2005-07-29 05:45:30",8386,"4.99",388,6,7
202,"Daddy Pittsburgh","2005-07-29 05:47:27",8387,"4.99",910,5,2
167,"Coma Head","2005-07-29 05:48:15",8388,"4.99",770,6,7
274,"Egg Igby","2005-07-29 05:50:09",8389,"2.99",1241,4,8
127,"Cat Coneheads","2005-07-29 05:52:26",8390,"4.99",581,5,6
462,"Insider Arizona","2005-07-29 05:52:50",8391,"2.99",2134,5,5
292,"Excitement Eve","2005-07-29 06:00:27",8392,"0.99",1323,3,4
739,"Rocky War","2005-07-29 06:02:11",8393,"4.99",3369,4,9
857,"Strictly Scarface","2005-07-29 06:02:14",8394,"2.99",3933,3,5
322,"Flatliners Killer","2005-07-29 06:03:30",8395,"2.99",1471,5,2
853,"Stranger Strangers","2005-07-29 06:07:00",8396,"4.99",3911,3,1
774,"Searchers Wait","2005-07-29 06:09:35",8397,"2.99",3542,3,3
77,"Birds Perdition","2005-07-29 06:12:40",8398,"4.99",348,5,4
52,"Ballroom Mockingbird","2005-07-29 06:20:18",8399,"0.99",233,6,6
805,"Sleepless Monsoon","2005-07-29 06:23:56",8400,"4.99",3680,5,2
686,"Pluto Oleander","2005-07-29 06:25:08",8401,"4.99",3121,5,3
42,"Artist Coldblooded","2005-07-29 06:25:45",8402,"2.99",186,5,9
300,"Falcon Volume","2005-07-29 06:26:39",8403,"4.99",1360,5,4
452,"Illusion Amelie","2005-07-29 06:27:01",8404,"0.99",2086,4,9
467,"Intrigue Worst","2005-07-29 06:28:19",8405,"0.99",2164,6,9
445,"Hyde Doctor","2005-07-29 06:34:45",8406,"2.99",2047,5,8
654,"Panky Submarine","2005-07-29 06:37:02",8407,"4.99",2985,4,6
401,"Harold French","2005-07-29 06:40:40",8408,"0.99",1841,6,1
940,"Victory Academy","2005-07-29 06:41:22",8409,"0.99",4314,6,2
756,"Saddle Antitrust","2005-07-29 06:41:36",8410,"2.99",3448,7,4
678,"Pickup Driving","2005-07-29 06:44:23",8411,"2.99",3085,3,9
162,"Clueless Bucket","2005-07-29 06:44:50",8412,"2.99",743,4,8
606,"Mummy Creatures","2005-07-29 06:47:39",8413,"0.99",2762,3,4
295,"Expendable Stallion","2005-07-29 06:48:35",8414,"0.99",1337,3,8
638,"Operation Operation","2005-07-29 06:52:27",8415,"2.99",2903,7,4
435,"Hotel Happiness","2005-07-29 06:52:54",8416,"4.99",1999,6,7
164,"Coast Rainbow","2005-07-29 06:53:36",8417,"0.99",750,4,8
677,"Pianist Outfield","2005-07-29 06:54:21",8418,"0.99",3081,6,7
1000,"Zorro Ark","2005-07-29 06:54:48",8419,"4.99",4574,3,8
911,"Trip Newton","2005-07-29 07:00:45",8420,"4.99",4184,7,8
745,"Roses Treasure","2005-07-29 07:00:47",8421,"4.99",3399,5,4
682,"Pittsburgh Hunchback","2005-07-29 07:02:55",8422,"4.99",3104,4,5
42,"Artist Coldblooded","2005-07-29 07:02:57",8423,"2.99",187,5,8
80,"Blanket Beverly","2005-07-29 07:06:03",8424,"2.99",366,7,8
764,"Saturday Lambs","2005-07-29 07:06:21",8425,"4.99",3491,3,7
400,"Hardly Robbers","2005-07-29 07:07:48",8426,"2.99",1840,7,9
354,"Ghost Groundhog","2005-07-29 07:08:36",8427,"4.99",1624,6,1
558,"Mannequin Worst","2005-07-29 07:10:14",8428,"2.99",2545,3,8
536,"Lovely Jingle","2005-07-29 07:11:49",8429,"2.99",2456,3,2
741,"Roman Punk","2005-07-29 07:12:17",8430,"0.99",3377,7,5
347,"Games Bowfinger","2005-07-29 07:12:48",8431,"4.99",1583,7,3
851,"Straight Hours","2005-07-29 07:13:33",8432,"0.99",3896,3,1
427,"Homeward Cider","2005-07-29 07:19:16",8433,"0.99",1957,5,7
8,"Airport Pollock","2005-07-29 07:20:14",8434,"4.99",40,6,1
975,"Willow Tracy","2005-07-29 07:20:16",8435,"2.99",4462,6,4
593,"Monterey Labyrinth","2005-07-29 07:21:20",8436,"0.99",2702,6,2
459,"Informer Double","2005-07-29 07:23:43",8437,"4.99",2118,4,6
158,"Clones Pinocchio","2005-07-29 07:25:42",8438,"2.99",720,6,6
40,"Army Flintstones","2005-07-29 07:28:43",8439,"0.99",182,4,6
109,"Butterfly Chocolat","2005-07-29 07:31:26",8440,"0.99",489,3,6
223,"Desire Alien","2005-07-29 07:33:05",8441,"2.99",1000,7,6
947,"Vision Torque","2005-07-29 07:33:07",8442,"0.99",4345,5,5
235,"Divide Monster","2005-07-29 07:33:12",8443,"2.99",1059,6,4
